param_132,type,is_measured,normal_values,% of normal values,param dist.
16539,AC/DC,0,0.05,87,809
7096,AC,1,0.12,56,308
472,AC/DC,0,0.13,24,876
19077,AC,1,0.61,42,576
497,AC/DC,0,0.01,35,435
622,AC/DC,0,0.12,20,688
544,AC/DC,0,0.22,57,363
9408,AC/DC,1,0.6,13,823
12134,AC,1,0.18,75,879
636,AC,0,0.56,67,684
452,AC,0,0.55,22,687
77,AC/DC,0,0.97,89,610
478,AC/DC,0,0.58,87,174
505,AC/DC,0,0.51,30,771
453,AC/DC,0,0.66,42,872
749,AC/DC,0,0.68,100,197
536,AC/DC,1,0.69,96,163
716,AC/DC,0,0.21,83,218
8696,AC,1,0.92,45,594
707,AC/DC,0,0.85,44,983
257,AC/DC,0,0.13,3,902
928,AC/DC,0,0.17,97,313
588,AC/DC,0,0.07,30,733
10435,AC,1,0.95,12,677
286,AC/DC,0,0.45,41,469
250,AC/DC,0,0.79,38,267
5971,AC,1,0.75,98,974
408,AC/DC,0,0.87,15,524
716,AC/DC,0,0.92,28,267
683,AC/DC,0,0.32,82,740
4619,AC,1,0.35,77,623
3675,AC,1,0.28,68,442
713,AC/DC,1,0.12,69,105
141,AC/DC,0,0.94,97,38
765,AC/DC,0,0.42,0,156
997,AC/DC,0,0.26,13,265
10438,AC,1,0.17,59,286
10161,AC,1,0.81,98,847
15597,AC,1,0.08,89,652
411,AC/DC,0,0.64,82,884
923,AC/DC,0,0.54,69,103
708,AC/DC,1,0.0,69,861
547,AC/DC,0,0.7,54,772
640,AC/DC,1,0.81,58,574
7587,AC,1,0.57,75,506
254,AC/DC,0,1.0,8,260
918,AC,0,0.67,11,837
3793,AC,1,0.4,52,383
889,AC/DC,0,0.36,74,756
16895,AC,1,0.16,97,830
28,AC,0,0.0,63,624
157,AC/DC,0,0.6,16,764
198,AC/DC,0,0.42,95,223
355,AC/DC,0,0.59,87,531
373,AC,0,0.45,83,823
17855,AC,1,0.69,16,10
398,AC/DC,1,0.16,91,440
435,AC/DC,0,0.95,99,269
117,AC/DC,0,0.36,12,170
14283,AC,1,0.6,82,398
16339,AC/DC,1,0.97,91,867
8488,AC,1,0.82,99,851
686,AC/DC,1,0.14,37,216
658,AC/DC,1,0.38,21,198
365,AC/DC,0,0.49,52,677
5231,AC,1,0.12,47,241
824,AC/DC,0,0.1,27,617
623,AC/DC,0,0.86,50,655
14112,AC,1,0.63,7,12
367,AC/DC,0,0.43,68,667
29,AC/DC,0,0.24,63,809
763,AC/DC,0,0.41,12,826
200,AC/DC,0,0.68,30,868
19419,AC/DC,1,0.56,63,634
4134,AC,1,0.09,20,64
861,AC/DC,0,0.32,0,902
295,AC/DC,0,0.04,83,759
855,AC/DC,0,0.14,68,758
747,AC/DC,1,0.52,4,127
72,AC/DC,0,0.73,24,253
19980,AC,1,0.73,30,927
586,AC/DC,0,0.05,35,376
454,AC/DC,0,0.82,99,732
289,AC/DC,0,0.11,62,939
1651,AC,1,0.54,41,70
161,AC/DC,0,0.28,77,474
516,AC/DC,0,0.59,88,280
11920,AC,1,0.0,46,203
725,AC/DC,0,0.14,13,873
371,AC/DC,0,0.38,45,977
1719,AC,1,0.51,16,198
941,AC/DC,0,0.47,12,170
17958,AC,0,0.99,71,237
16305,AC,1,0.06,27,294
361,AC/DC,0,0.62,19,580
615,AC/DC,0,0.06,55,36
4121,AC,1,0.04,64,476
243,AC/DC,1,0.95,62,552
6813,AC,1,0.59,90,902
359,AC/DC,0,0.01,32,718
586,AC/DC,0,0.42,93,638
8834,AC,1,0.28,67,160
368,AC/DC,0,0.72,59,333
173,AC/DC,0,0.59,31,449
12211,AC,1,0.99,28,182
232,AC/DC,0,0.27,73,923
786,AC/DC,1,0.47,62,400
369,AC/DC,0,0.94,26,202
2243,AC,1,0.23,15,222
11502,AC,1,0.63,55,720
19351,AC,1,0.06,61,397
14098,AC,1,0.69,65,565
9750,AC,1,0.4,100,10
116,AC/DC,0,0.76,20,651
18195,AC,0,0.19,21,852
43,AC/DC,0,0.45,70,266
5332,AC,1,0.17,75,648
191,AC/DC,0,0.55,64,815
6520,AC,1,0.53,93,993
13611,AC,1,0.56,99,574
229,AC/DC,0,0.48,92,183
12300,AC,1,0.0,80,127
496,AC/DC,0,0.64,58,766
12167,AC,1,0.17,37,218
13300,AC,1,0.29,95,919
18766,AC,1,0.09,99,336
891,AC,0,1.0,34,543
6519,AC,1,0.87,98,431
16186,AC,1,0.71,2,763
448,AC/DC,0,0.16,14,257
257,AC/DC,0,0.87,44,495
19236,AC,1,0.29,44,762
741,AC/DC,0,0.44,26,668
129,AC/DC,0,0.78,84,128
3202,AC,1,0.88,99,683
103,AC/DC,0,0.34,9,905
459,AC/DC,1,0.78,66,68
18762,AC,1,0.14,52,480
6069,AC,1,0.94,47,832
9164,AC/DC,1,0.27,100,559
596,AC/DC,0,0.83,33,391
11845,AC/DC,1,0.43,93,924
765,AC/DC,0,0.98,50,895
18,AC/DC,0,0.28,59,232
9047,AC,1,0.27,77,580
903,AC/DC,0,0.77,11,856
611,AC/DC,0,0.79,73,336
875,AC/DC,0,0.25,43,203
9340,AC,1,0.02,19,10
131,AC/DC,0,0.39,45,184
211,AC/DC,0,0.67,13,913
13967,AC,1,0.3,2,193
973,AC/DC,0,0.57,23,239
994,AC/DC,0,0.18,14,529
200,AC,0,0.96,96,437
28,AC/DC,0,0.1,72,944
814,AC/DC,0,0.08,28,119
815,AC/DC,0,0.94,88,730
738,AC/DC,0,0.88,20,25
8,AC,0,0.9,84,758
10752,AC,1,0.11,5,306
6813,AC,1,0.03,74,659
4940,AC,1,0.78,20,793
6769,AC,1,0.59,69,98
979,AC/DC,0,0.48,68,420
295,AC/DC,1,0.35,35,336
163,AC/DC,0,0.74,20,694
1,AC/DC,0,0.14,74,294
836,AC/DC,0,0.02,9,647
13821,AC,1,0.37,21,481
663,AC/DC,0,0.67,71,484
561,AC,1,0.55,39,882
9446,AC/DC,1,0.54,17,293
608,AC/DC,0,0.08,3,411
19803,AC,1,0.29,27,981
8989,AC,1,0.15,4,329
15361,AC,1,1.0,54,513
9677,AC/DC,1,0.76,14,413
598,AC,0,0.99,64,129
775,AC/DC,0,0.33,90,951
19996,AC,1,0.45,97,254
2234,AC,1,0.73,69,585
923,AC/DC,0,0.66,87,176
322,AC/DC,0,0.37,35,686
724,AC/DC,0,0.36,27,804
19642,AC,1,0.84,0,416
16928,AC/DC,1,0.33,93,963
927,AC/DC,0,0.35,68,236
655,AC/DC,0,0.34,13,301
773,AC/DC,0,0.98,97,372
13677,AC,1,0.56,4,354
9957,AC/DC,1,0.01,87,184
699,AC/DC,0,0.33,0,798
72,AC/DC,0,0.6,8,621
843,AC/DC,0,0.42,28,31
16946,AC,1,0.07,65,958
14589,AC,1,0.71,35,376
687,AC/DC,0,0.76,49,67
386,AC/DC,0,0.86,45,940
14060,AC,1,0.61,18,931
764,AC/DC,0,0.6,93,508
143,AC/DC,1,0.1,45,827
1545,AC,1,0.79,42,368
609,AC/DC,0,1.0,50,536
172,AC/DC,0,0.11,45,778
10772,AC,1,0.41,90,568
584,AC/DC,1,0.76,97,278
862,AC/DC,1,0.02,52,780
14565,AC,1,0.55,31,140
34,AC/DC,0,0.34,51,165
648,AC,0,0.72,51,469
708,AC/DC,0,0.74,32,55
2,AC/DC,1,0.4,55,243
178,AC/DC,0,0.38,73,361
6576,AC,1,0.45,74,133
258,AC/DC,0,0.68,35,221
1188,AC,1,0.14,29,83
4804,AC,1,0.46,43,315
663,AC/DC,0,0.48,61,387
11756,AC,1,0.7,47,987
12868,AC,1,0.79,27,314
13659,AC/DC,1,0.7,0,491
127,AC/DC,0,0.57,10,19
984,AC/DC,0,0.07,62,281
469,AC/DC,0,0.75,53,98
102,AC/DC,0,0.26,64,135
956,AC/DC,0,0.31,47,202
997,AC/DC,0,0.5,80,261
60,AC,0,0.87,56,124
3142,AC,1,0.51,9,918
8556,AC,1,0.4,64,341
230,AC/DC,1,0.83,20,754
257,AC/DC,0,0.64,16,978
991,AC/DC,0,0.62,36,353
425,AC,0,0.6,84,424
1587,AC,1,0.46,6,114
12204,AC,1,0.42,75,365
345,AC/DC,0,0.92,56,71
18,AC/DC,0,0.79,63,614
17001,AC,1,0.84,81,99
5435,AC,1,0.12,98,663
216,AC/DC,0,0.23,48,840
815,AC/DC,0,0.79,81,807
12812,AC,1,0.03,3,761
11504,AC,1,0.78,80,422
523,AC/DC,0,0.22,58,740
358,AC/DC,0,0.36,75,613
25,AC/DC,0,0.28,60,198
721,AC/DC,0,0.87,38,615
9413,AC,0,0.75,62,682
469,AC/DC,0,0.04,79,492
11051,AC,1,0.58,33,876
612,AC/DC,0,0.39,9,284
655,AC/DC,0,0.08,15,665
910,AC/DC,0,0.47,50,670
5682,AC,1,0.22,99,426
2422,AC,1,0.34,53,560
174,AC/DC,0,0.17,3,178
5131,AC,1,0.06,47,3
8449,AC,1,0.95,23,803
19963,AC,1,0.04,96,932
310,AC/DC,0,0.64,52,830
495,AC/DC,0,0.76,58,468
17431,AC,1,0.55,57,867
90,AC,0,0.26,95,862
4447,AC/DC,1,0.16,18,670
863,AC,0,0.92,84,686
14292,AC,0,0.27,48,675
266,AC/DC,0,0.25,39,40
7202,AC,1,0.9,44,700
753,AC/DC,0,0.89,50,542
19909,AC,0,0.34,67,794
10,AC/DC,1,0.9,0,347
16027,AC/DC,1,0.19,20,190
2981,AC,1,0.14,66,632
658,AC/DC,0,0.45,88,92
9743,AC,0,0.45,65,825
303,AC,0,0.67,69,924
579,AC/DC,0,0.68,9,679
548,AC/DC,0,0.79,79,183
206,AC/DC,0,0.8,79,253
15975,AC,1,0.33,95,74
610,AC/DC,0,0.53,38,192
351,AC/DC,0,0.29,87,672
535,AC/DC,0,0.97,100,809
749,AC/DC,0,0.75,3,115
991,AC,0,0.1,43,931
150,AC/DC,1,0.03,78,533
132,AC/DC,0,0.94,80,784
11907,AC,1,0.11,25,870
260,AC/DC,0,0.57,77,293
369,AC/DC,0,0.38,93,146
616,AC/DC,0,0.68,10,829
909,AC/DC,0,0.07,53,62
209,AC/DC,0,0.19,45,290
2583,AC,1,0.62,84,864
13834,AC,0,0.41,3,697
141,AC/DC,0,0.02,14,75
631,AC/DC,0,0.16,30,25
16431,AC,1,0.61,15,972
543,AC/DC,0,0.27,55,625
295,AC/DC,0,0.06,68,573
399,AC/DC,0,0.79,87,54
126,AC/DC,0,0.04,100,159
373,AC,0,0.4,56,150
521,AC/DC,0,0.17,34,621
5,AC/DC,0,0.02,7,343
304,AC/DC,0,0.37,10,980
103,AC/DC,0,0.59,7,500
18442,AC,1,0.94,15,84
10153,AC,1,0.27,0,440
604,AC,0,0.98,54,502
10071,AC,1,0.69,77,94
263,AC/DC,0,0.04,87,173
177,AC/DC,0,0.35,33,509
496,AC/DC,0,0.99,34,915
743,AC/DC,0,0.93,85,837
5340,AC/DC,0,0.73,50,256
219,AC/DC,0,0.57,55,375
10943,AC,1,0.21,68,663
146,AC,0,0.25,36,331
586,AC/DC,0,0.82,85,198
3417,AC,1,0.75,19,374
855,AC/DC,0,0.3,50,788
117,AC/DC,1,0.12,60,904
452,AC/DC,0,0.03,71,124
660,AC/DC,0,0.41,77,141
354,AC/DC,0,0.48,52,726
16,AC/DC,0,0.52,97,792
263,AC/DC,0,0.4,71,177
10529,AC,1,0.96,34,838
359,AC/DC,0,0.21,87,286
16441,AC,1,0.47,66,407
507,AC/DC,0,0.2,12,299
799,AC/DC,0,0.03,9,425
478,AC/DC,1,0.51,62,782
9596,AC,1,0.71,63,768
325,AC/DC,0,0.24,2,231
15745,AC,1,0.48,76,228
773,AC/DC,0,0.32,61,487
936,AC/DC,0,0.5,80,404
95,AC/DC,0,0.26,98,821
802,AC/DC,0,0.11,25,434
522,AC/DC,0,0.31,37,752
897,AC/DC,0,0.6,22,224
631,AC/DC,0,0.56,54,695
571,AC/DC,0,0.79,4,664
380,AC/DC,0,0.01,27,80
219,AC/DC,1,0.48,59,20
82,AC/DC,0,0.68,90,722
16637,AC,1,0.44,89,13
223,AC/DC,0,0.91,69,498
15264,AC,1,0.74,74,602
825,AC/DC,1,0.55,9,874
810,AC/DC,0,0.45,22,676
878,AC,0,0.29,97,244
85,AC/DC,0,0.63,1,429
449,AC/DC,0,0.25,43,288
400,AC/DC,0,0.44,79,252
522,AC/DC,0,0.97,1,885
5783,AC,1,0.06,29,224
19655,AC,1,0.47,69,510
3152,AC,1,0.77,87,464
230,AC/DC,0,0.59,36,58
2982,AC,0,0.13,37,173
858,AC/DC,0,0.87,62,253
5606,AC,1,0.03,51,987
631,AC/DC,0,0.47,23,111
619,AC/DC,0,0.94,59,104
99,AC/DC,0,0.43,65,284
634,AC/DC,1,0.88,92,521
913,AC/DC,0,0.66,43,353
774,AC/DC,0,0.41,3,787
346,AC/DC,0,0.85,95,812
5463,AC,1,0.31,72,75
731,AC/DC,0,0.01,40,169
16698,AC,1,0.53,48,703
577,AC/DC,0,0.07,18,304
5389,AC,1,0.61,43,965
421,AC/DC,0,0.31,94,158
211,AC/DC,0,0.16,41,178
7793,AC,1,0.7,87,224
804,AC/DC,0,0.77,5,104
11001,AC,1,0.13,13,597
6,AC/DC,0,0.26,68,695
15864,AC,1,0.78,34,312
549,AC/DC,0,0.65,8,485
1776,AC/DC,1,0.55,44,831
125,AC/DC,0,0.68,94,505
141,AC/DC,1,0.2,28,571
948,AC/DC,0,0.21,10,684
78,AC/DC,0,0.32,80,205
11590,AC,1,0.57,76,344
763,AC/DC,0,0.08,21,773
473,AC/DC,0,0.9,60,519
220,AC/DC,0,0.82,37,795
809,AC/DC,0,0.51,32,334
184,AC/DC,0,0.52,68,18
13816,AC,1,0.31,15,826
11089,AC/DC,1,0.19,83,943
15264,AC,1,0.53,79,405
1287,AC,1,0.73,75,57
463,AC/DC,0,0.47,11,358
330,AC/DC,0,0.85,71,964
37,AC/DC,0,0.88,41,965
564,AC/DC,0,0.32,24,198
408,AC/DC,0,0.03,85,737
945,AC/DC,0,0.3,33,577
507,AC/DC,0,0.52,14,748
511,AC/DC,0,0.02,57,83
672,AC/DC,0,0.32,95,79
4460,AC,1,0.04,80,144
2691,AC,1,0.81,87,202
10166,AC/DC,1,0.72,19,872
661,AC/DC,0,0.58,27,603
724,AC/DC,0,0.11,30,447
15098,AC,1,0.25,69,898
64,AC/DC,0,0.47,58,768
307,AC/DC,0,0.48,76,938
180,AC,0,0.95,42,473
6542,AC,1,0.71,48,827
14691,AC,1,0.72,76,0
584,AC/DC,0,0.7,87,882
84,AC/DC,0,0.28,77,215
8397,AC,1,0.95,28,130
130,AC/DC,0,0.89,49,948
583,AC/DC,0,0.21,87,979
762,AC/DC,0,0.11,99,749
440,AC/DC,0,0.24,13,130
289,AC/DC,1,0.87,25,976
629,AC/DC,0,0.76,28,402
321,AC/DC,1,0.13,94,944
978,AC/DC,0,0.44,29,76
257,AC/DC,0,0.31,85,75
704,AC/DC,0,0.0,70,265
1344,AC,1,0.48,22,119
748,AC/DC,0,0.93,88,279
1159,AC,1,0.75,99,547
75,AC/DC,0,0.06,1,631
491,AC/DC,0,0.69,56,813
12424,AC,0,0.45,27,307
520,AC/DC,0,0.5,47,67
2287,AC,1,0.0,9,832
17533,AC/DC,1,0.22,90,125
611,AC/DC,0,0.49,31,150
736,AC/DC,0,0.6,42,986
378,AC/DC,0,0.35,61,951
559,AC/DC,0,0.04,11,728
1300,AC,1,0.63,85,796
14037,AC/DC,1,1.0,34,90
946,AC/DC,0,0.77,14,942
10997,AC,0,0.37,5,819
362,AC/DC,0,0.9,0,284
15825,AC,0,0.75,79,765
621,AC,0,0.17,61,221
16737,AC,0,0.28,3,830
13132,AC,1,0.03,4,589
29,AC/DC,0,0.58,31,871
935,AC/DC,0,0.54,5,835
9631,AC,1,0.67,52,184
7774,AC,1,0.12,57,871
127,AC/DC,0,0.1,97,292
9762,AC,1,0.7,96,551
16556,AC,1,0.97,30,882
77,AC/DC,0,0.44,90,71
6929,AC,1,0.61,7,637
163,AC/DC,0,0.91,34,223
924,AC,0,0.26,57,342
16,AC/DC,0,0.68,40,965
15693,AC,1,0.37,22,390
17344,AC,1,0.52,57,996
18355,AC,1,0.07,10,162
12148,AC,1,0.12,19,723
126,AC/DC,1,0.97,8,782
891,AC/DC,0,0.3,13,514
226,AC/DC,0,0.91,25,586
9882,AC,1,0.14,93,687
4841,AC/DC,1,0.86,0,364
144,AC/DC,0,0.9,8,109
10285,AC,1,0.72,50,48
400,AC/DC,0,0.01,3,926
270,AC/DC,0,0.7,64,999
15628,AC,1,0.92,87,468
15188,AC,1,0.55,33,803
544,AC/DC,0,0.06,81,12
3619,AC,1,0.96,58,0
125,AC/DC,0,0.84,16,223
852,AC/DC,0,0.15,5,581
260,AC/DC,0,0.24,36,710
953,AC/DC,0,0.28,22,875
492,AC/DC,0,0.88,9,399
15901,AC,1,0.44,49,690
9940,AC,0,0.69,45,112
2367,AC,1,0.67,71,940
464,AC/DC,0,0.63,65,396
195,AC/DC,0,0.9,20,294
4,AC/DC,0,0.51,75,577
820,AC/DC,0,0.05,91,384
891,AC/DC,0,0.71,29,858
6690,AC,1,0.31,65,323
7433,AC,1,0.64,36,834
841,AC,0,0.03,87,894
274,AC/DC,0,0.38,22,372
33,AC/DC,0,0.04,39,324
744,AC/DC,0,0.75,10,413
1,AC/DC,1,0.1,49,374
6581,AC,1,0.86,66,257
25,AC/DC,0,0.75,53,588
676,AC/DC,0,0.41,28,576
529,AC,0,0.09,86,912
15412,AC/DC,1,0.16,80,10
971,AC/DC,0,0.78,71,409
794,AC/DC,0,0.68,78,788
163,AC/DC,1,0.02,38,554
432,AC/DC,0,0.09,51,298
192,AC/DC,0,0.4,69,205
4745,AC,0,0.84,80,394
16767,AC,0,0.33,32,563
17580,AC,1,0.06,34,313
781,AC/DC,1,0.8,48,353
407,AC/DC,0,0.08,72,720
597,AC/DC,0,0.75,30,367
351,AC/DC,0,0.2,80,346
13072,AC,1,0.11,24,286
662,AC/DC,1,0.66,48,111
909,AC/DC,0,0.39,94,230
19692,AC,1,0.43,86,611
130,AC/DC,0,0.3,47,436
412,AC/DC,0,1.0,46,470
702,AC/DC,0,0.12,10,990
1821,AC,1,0.16,16,949
777,AC/DC,0,0.12,81,31
26,AC/DC,0,0.67,58,318
617,AC/DC,0,1.0,46,960
10070,AC,1,0.88,67,588
220,AC/DC,0,0.39,68,230
17601,AC,0,0.65,18,888
19474,AC,1,0.27,73,348
139,AC/DC,0,0.76,32,231
190,AC/DC,0,0.2,97,721
980,AC/DC,1,0.66,7,764
900,AC/DC,0,0.34,100,333
3427,AC,1,0.66,43,437
6380,AC,1,0.32,94,712
8,AC/DC,0,0.72,19,667
815,AC,0,0.94,16,399
576,AC/DC,0,0.93,27,261
463,AC/DC,0,0.51,33,748
9467,AC,1,0.0,2,890
212,AC/DC,0,0.02,91,667
19,AC/DC,1,0.49,73,138
14823,AC,1,0.48,7,297
16462,AC,1,0.57,96,390
7311,AC,1,0.93,13,637
249,AC/DC,0,0.15,25,508
872,AC/DC,1,0.2,94,329
335,AC/DC,0,0.76,82,277
430,AC/DC,0,0.76,11,291
16946,AC,1,0.37,3,539
299,AC/DC,0,0.77,70,475
628,AC/DC,0,0.88,77,785
4,AC/DC,0,0.96,74,922
14821,AC,1,0.17,13,289
983,AC/DC,0,0.25,27,886
16685,AC,1,0.41,42,465
14504,AC,1,0.29,17,566
8446,AC,0,0.12,100,873
4985,AC,1,0.41,39,413
232,AC/DC,1,0.12,13,42
513,AC/DC,0,0.58,46,725
15073,AC,1,0.56,37,147
1452,AC,1,0.15,93,858
17399,AC,1,0.39,4,852
150,AC/DC,0,0.22,47,977
6574,AC,1,0.53,72,270
757,AC/DC,0,0.97,50,112
262,AC,0,0.84,95,556
422,AC/DC,0,0.92,83,253
6272,AC,0,0.12,9,962
48,AC/DC,0,0.36,12,458
19480,AC,0,0.86,5,506
200,AC/DC,1,0.01,6,406
813,AC/DC,0,0.62,42,334
4449,AC,1,0.45,39,291
1061,AC,1,0.23,28,889
10816,AC,1,0.04,80,165
14652,AC,1,0.15,52,337
13717,AC,1,0.19,40,829
327,AC/DC,0,0.37,66,258
206,AC/DC,0,0.83,38,168
930,AC/DC,0,0.3,4,375
4096,AC,1,0.2,29,879
18924,AC,1,0.64,35,91
111,AC/DC,0,0.18,71,310
18669,AC/DC,1,0.74,49,244
964,AC/DC,0,0.43,85,153
14748,AC,1,0.07,53,858
903,AC,0,0.5,33,642
15176,AC,1,0.9,91,942
286,AC/DC,0,0.82,58,494
299,AC/DC,0,0.89,88,834
265,AC/DC,0,0.9,45,642
17221,AC,1,0.6,22,778
733,AC,0,0.63,37,900
803,AC/DC,0,0.86,37,531
149,AC/DC,0,0.62,71,989
692,AC/DC,0,0.4,62,377
62,AC/DC,0,0.13,72,977
13066,AC,1,0.09,23,559
727,AC,0,0.92,27,624
567,AC/DC,1,1.0,89,973
638,AC/DC,0,0.34,29,226
280,AC,0,0.78,57,887
727,AC/DC,0,0.39,47,385
6396,AC,0,0.7,75,565
10571,AC,1,0.3,38,496
462,AC/DC,0,0.01,92,458
9195,AC/DC,1,0.59,26,216
956,AC/DC,0,0.31,45,360
289,AC/DC,0,0.87,1,634
468,AC/DC,0,0.18,55,891
4854,AC,1,0.35,76,120
57,AC/DC,0,0.32,61,264
194,AC/DC,1,0.11,81,875
495,AC/DC,0,0.08,7,296
730,AC/DC,0,0.62,95,718
109,AC/DC,0,0.71,48,439
10932,AC,1,0.57,4,446
166,AC/DC,0,0.55,3,907
701,AC,0,0.37,73,608
10916,AC,1,0.83,100,646
441,AC/DC,0,0.61,53,77
717,AC/DC,0,0.69,74,554
7174,AC,1,0.15,64,546
830,AC/DC,0,0.91,87,369
8246,AC,1,0.99,46,158
19154,AC,1,0.52,62,670
6585,AC,1,0.41,17,526
128,AC/DC,0,0.07,13,78
981,AC/DC,1,0.04,3,685
3560,AC,1,0.32,66,187
360,AC/DC,0,0.9,93,243
199,AC/DC,0,0.28,71,117
2298,AC,1,0.7,18,0
525,AC/DC,0,0.52,44,735
309,AC/DC,0,0.43,62,893
1896,AC,1,0.87,56,401
11705,AC,1,0.05,42,740
5914,AC,1,0.68,70,636
560,AC/DC,0,0.1,21,944
831,AC/DC,0,0.63,83,232
592,AC/DC,0,0.03,98,629
13855,AC,1,0.81,29,501
7903,AC,1,0.0,48,211
309,AC/DC,0,0.73,69,14
2048,AC,1,0.74,47,696
1139,AC,1,0.34,64,542
5646,AC,1,0.2,43,287
506,AC/DC,0,0.39,76,51
788,AC/DC,0,0.5,63,180
8668,AC,1,0.19,100,32
8437,AC,1,0.39,67,355
12530,AC,0,1.0,53,460
3301,AC,1,0.16,92,161
44,AC/DC,0,0.82,100,913
11316,AC,1,0.86,81,434
18473,AC,1,0.8,44,974
997,AC/DC,0,0.13,31,768
515,AC/DC,0,0.29,43,415
750,AC/DC,0,0.66,55,583
358,AC/DC,0,0.28,36,406
972,AC/DC,1,0.67,31,779
747,AC,0,0.7,77,206
9416,AC,1,0.02,76,821
8719,AC,1,0.71,75,761
218,AC/DC,0,0.81,89,890
2804,AC,1,0.15,4,557
1061,AC,1,0.51,46,75
11352,AC/DC,1,0.67,91,459
11963,AC,1,0.19,61,606
10093,AC,1,0.42,20,201
16037,AC/DC,1,0.64,23,752
13413,AC,0,0.64,72,130
23,AC/DC,0,0.01,40,597
1264,AC,1,0.0,69,109
307,AC/DC,1,0.92,59,190
458,AC/DC,0,0.95,18,621
13784,AC,0,0.83,30,643
653,AC,0,0.14,54,663
15190,AC,1,0.96,54,894
256,AC,0,0.25,27,553
905,AC/DC,0,0.61,62,22
146,AC/DC,0,0.75,25,293
67,AC/DC,0,0.73,0,925
766,AC/DC,0,0.21,95,252
18,AC/DC,0,0.2,99,194
684,AC/DC,1,0.55,41,705
135,AC/DC,0,0.24,81,952
14889,AC,1,0.05,8,786
912,AC/DC,0,0.28,12,249
280,AC/DC,0,0.29,93,855
3999,AC/DC,1,0.04,23,607
509,AC/DC,1,0.37,98,991
13294,AC/DC,1,0.52,71,641
118,AC/DC,0,0.91,37,292
731,AC/DC,0,0.67,59,843
579,AC/DC,0,0.17,66,903
370,AC/DC,0,0.93,20,856
9834,AC,1,0.72,66,91
310,AC,0,0.73,36,236
2115,AC,1,0.1,100,99
17886,AC,1,0.73,1,268
18430,AC,1,0.24,66,290
832,AC/DC,0,0.44,20,75
488,AC/DC,0,0.78,83,89
928,AC,0,0.93,45,577
407,AC/DC,0,0.69,7,860
123,AC/DC,0,0.08,29,327
3115,AC,1,0.43,54,988
581,AC/DC,0,0.95,70,426
9214,AC,1,0.01,88,641
9439,AC,1,0.84,12,84
15288,AC,1,0.82,17,185
175,AC/DC,0,0.3,36,557
4606,AC,1,0.43,56,895
302,AC/DC,0,0.76,28,615
25,AC/DC,0,0.56,88,629
5173,AC/DC,1,0.95,4,50
8142,AC,1,0.76,50,911
396,AC/DC,0,0.98,66,733
1456,AC,1,0.93,47,437
152,AC/DC,0,0.78,76,570
618,AC/DC,0,0.63,77,377
1491,AC,1,0.78,2,200
107,AC/DC,0,0.29,45,908
319,AC/DC,0,0.02,74,590
129,AC/DC,0,0.69,88,248
872,AC/DC,0,0.14,9,355
559,AC/DC,0,0.67,38,171
77,AC/DC,0,0.17,5,122
15275,AC,1,0.81,99,958
2271,AC,1,0.02,2,287
13980,AC,1,0.6,17,369
2053,AC/DC,1,0.25,42,595
14736,AC,1,0.31,51,657
2584,AC,1,0.6,86,220
517,AC/DC,0,0.12,39,98
444,AC/DC,0,0.94,96,699
653,AC,0,0.47,14,129
463,AC/DC,0,0.53,84,780
76,AC/DC,0,0.2,47,920
725,AC/DC,0,0.84,6,934
543,AC/DC,0,0.83,6,89
5024,AC,1,0.47,76,267
2867,AC,0,0.74,60,118
8723,AC,1,0.33,96,633
11960,AC,0,0.2,39,581
868,AC/DC,0,0.74,83,174
213,AC/DC,0,0.39,25,413
534,AC/DC,0,0.82,29,291
387,AC/DC,1,0.85,66,677
779,AC,0,0.03,61,788
6881,AC,1,0.72,86,412
2191,AC,1,0.53,19,552
699,AC/DC,0,0.41,34,128
16442,AC,1,0.38,32,153
202,AC/DC,0,0.17,76,415
757,AC/DC,0,0.95,15,437
11807,AC,0,0.71,25,173
17319,AC,1,0.33,12,167
27,AC/DC,0,0.89,10,970
14616,AC,1,0.73,26,219
439,AC/DC,0,0.47,86,321
833,AC/DC,0,0.79,72,165
443,AC/DC,0,0.5,60,594
18796,AC,1,0.92,56,200
19100,AC,1,0.79,60,424
5404,AC,1,0.72,74,632
7507,AC,1,0.01,24,336
76,AC/DC,0,0.98,42,749
902,AC/DC,0,0.32,67,7
725,AC/DC,0,0.3,35,775
245,AC/DC,0,0.84,27,232
943,AC/DC,1,0.61,14,985
849,AC/DC,0,0.75,100,668
69,AC/DC,0,0.25,16,163
15408,AC,1,0.51,9,704
1281,AC/DC,1,0.43,67,414
786,AC/DC,0,0.63,35,348
339,AC/DC,0,0.28,90,601
75,AC/DC,0,0.73,99,896
324,AC/DC,0,0.97,36,428
377,AC/DC,0,0.96,46,352
134,AC/DC,0,0.67,45,347
407,AC/DC,0,0.78,87,478
9675,AC,1,0.29,43,497
5343,AC/DC,1,0.07,21,227
9316,AC,1,0.28,39,698
1,AC,0,0.02,74,644
463,AC/DC,0,0.11,71,32
1899,AC,1,0.32,41,355
8467,AC,1,0.37,20,169
13864,AC,1,0.02,30,740
5376,AC,0,0.28,25,227
19809,AC,1,0.76,67,92
719,AC,0,0.5,36,37
161,AC/DC,0,0.4,88,695
12265,AC,1,0.75,94,837
4514,AC,1,0.83,78,151
529,AC/DC,0,0.27,32,828
822,AC/DC,0,0.67,76,713
16023,AC,0,0.13,27,160
